HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
4534,0.6660,0.6940,0.8954,0.8718,0.8304
4535,0.7175,0.6513,0.8691,0.8383,0.8533
4536,0.7262,0.6422,0.8363,0.8719,0.8639
4537,0.7488,0.6182,0.8249,0.8438,0.9045
4538,0.7622,0.5794,0.8676,0.8027,0.9363
4539,0.7103,0.6127,0.9041,0.8797,0.9454
4540,0.6677,0.6066,0.9072,0.8887,0.8684
4541,0.6162,0.6683,0.9129,0.9193,0.8481
4542,0.6451,0.6514,0.8579,0.8851,0.8868
4543,0.6540,0.6332,0.8508,0.8705,0.9308
4544,0.6309,0.6824,0.8337,0.9202,0.9114
4545,0.6574,0.7056,0.8362,0.9051,0.9444
4546,0.7204,0.7371,0.8627,0.9829,0.9234
4547,0.7389,0.7204,0.9086,0.9621,0.8854
4548,0.7760,0.6616,0.9047,0.9633,0.8903
4549,0.7462,0.6907,0.8570,0.9499,0.8843
4550,0.7418,0.7228,0.8686,0.9138,0.8725
4551,0.7432,0.7080,0.9064,0.8859,0.9157
4552,0.7618,0.7596,0.8518,0.8586,0.8732
4553,0.6970,0.7643,0.8813,0.8452,0.8718
4554,0.7478,0.7505,0.8602,0.8562,0.8609
4555,0.7450,0.7593,0.9002,0.9052,0.8558
4556,0.7785,0.7168,0.8808,0.8596,0.8429
4557,0.7962,0.7171,0.9073,0.8910,0.8227
4558,0.7036,0.6688,0.9173,0.8793,0.8297
4559,0.7139,0.6815,0.8798,0.9276,0.8650
4560,0.7272,0.6916,0.9095,0.9301,0.9292
4561,0.7139,0.7005,0.8873,0.8715,0.9617
4562,0.7111,0.6953,0.9300,0.8979,0.9550
4563,0.6794,0.6643,0.9428,0.8892,0.9245
4564,0.6788,0.7401,0.9526,0.8885,0.9296
4565,0.6725,0.6994,0.9693,0.9436,0.9066
4566,0.6614,0.6615,0.9443,0.9288,0.9274
4567,0.6578,0.6669,0.9481,0.8713,0.8887
4568,0.5885,0.6699,0.9333,0.8976,0.9203
4569,0.5960,0.6833,0.9252,0.8839,0.9184
4570,0.5888,0.7113,0.9020,0.8923,0.9049
4571,0.5857,0.6764,0.8650,0.8890,0.9148
4572,0.5651,0.7255,0.8708,0.9115,0.9320
4573,0.5873,0.7088,0.8698,0.8672,0.9494
4574,0.5828,0.6548,0.9148,0.8751,0.9077
4575,0.5788,0.6799,0.8979,0.9048,0.8838
4576,0.6098,0.6790,0.8768,0.9150,0.8774
4577,0.6841,0.6887,0.8871,0.9439,0.8677
4578,0.6920,0.7200,0.8595,0.8814,0.8792
4579,0.7295,0.7578,0.8293,0.9048,0.9256
4580,0.7198,0.7152,0.8448,0.9247,0.9346
4581,0.7979,0.6346,0.8618,0.9371,0.9282
4582,0.7387,0.6372,0.8763,0.9511,0.9182
4583,0.6637,0.6315,0.8528,0.9570,0.9124
4584,0.7016,0.6388,0.8248,0.9439,0.9376
4585,0.7257,0.6003,0.8496,0.9727,0.9291
4586,0.6597,0.6090,0.8824,0.9653,0.9097
4587,0.6637,0.6036,0.8911,0.9152,0.8869
4588,0.7316,0.5907,0.8890,0.8941,0.9118
4589,0.7544,0.5580,0.9017,0.9394,0.9342
4590,0.6909,0.5748,0.9252,0.9036,0.9141
4591,0.6253,0.6411,0.9161,0.8746,0.9429
4592,0.6958,0.6420,0.9074,0.8966,0.9318
4593,0.6684,0.5919,0.8793,0.8847,0.8888
4594,0.7077,0.6700,0.9096,0.8683,0.8971
4595,0.7297,0.6173,0.8578,0.8940,0.9084
4596,0.7223,0.6320,0.8561,0.8638,0.9329
4597,0.6924,0.6260,0.8655,0.9221,0.9278
4598,0.7437,0.6211,0.8487,0.9053,0.8626
4599,0.6592,0.6198,0.8222,0.8890,0.8637
4600,0.7048,0.6560,0.8693,0.8813,0.8708
4601,0.6929,0.6622,0.8655,0.8998,0.8892
4602,0.6691,0.6993,0.8662,0.9161,0.9114
4603,0.6719,0.7766,0.8449,0.8885,0.9139
4604,0.7157,0.7829,0.8813,0.8830,0.9148
4605,0.6707,0.7858,0.8517,0.8431,0.8725
4606,0.6882,0.7563,0.8583,0.8541,0.8529
4607,0.7108,0.7717,0.9136,0.8899,0.8642
4608,0.7017,0.7634,0.9502,0.8652,0.8833
4609,0.6645,0.7303,0.9172,0.8883,0.9313
4610,0.6449,0.7239,0.9497,0.8759,0.9616
4611,0.7165,0.7029,0.9274,0.8352,0.9517
4612,0.7443,0.7256,0.8821,0.8795,0.9368
4613,0.7544,0.6721,0.8776,0.8779,0.9436
4614,0.8133,0.6758,0.8680,0.8594,0.9175
4615,0.7619,0.7078,0.9249,0.8760,0.8573
4616,0.7476,0.7452,0.8701,0.9199,0.8663
4617,0.7386,0.7262,0.8590,0.8883,0.8833
4618,0.7712,0.7452,0.8763,0.8975,0.8653
4619,0.7009,0.7723,0.9311,0.9384,0.8960
4620,0.7034,0.7509,0.9654,0.9036,0.8742
4621,0.7026,0.7861,0.9310,0.9366,0.8560
4622,0.7295,0.7548,0.9182,0.9463,0.8363
4623,0.7085,0.6988,0.8982,0.9236,0.8562
4624,0.7471,0.6740,0.9279,0.8987,0.8713
4625,0.7501,0.6752,0.9507,0.8975,0.8974
4626,0.7129,0.7068,0.9341,0.9201,0.8897
4627,0.7293,0.6592,0.9306,0.9356,0.9293
4628,0.7188,0.6690,0.8670,0.9295,0.8877
4629,0.7309,0.7263,0.8714,0.9418,0.9019
4630,0.6846,0.7090,0.8873,0.9262,0.9046
4631,0.6790,0.7224,0.9303,0.8863,0.8960
4632,0.7176,0.7181,0.8984,0.8413,0.9143
4633,0.7605,0.7148,0.8342,0.8213,0.9068
4634,0.7618,0.6775,0.8591,0.8227,0.9073
4635,0.7402,0.6432,0.8747,0.7787,0.9130
4636,0.7130,0.6594,0.8542,0.8350,0.8970
4637,0.6867,0.6866,0.8520,0.8697,0.8126
4638,0.6663,0.7065,0.8841,0.9090,0.8360
4639,0.6455,0.7273,0.8275,0.8868,0.8471
4640,0.6548,0.7374,0.8830,0.9348,0.8759
4641,0.6453,0.7229,0.8778,0.8874,0.8609
4642,0.6759,0.6954,0.8870,0.8928,0.8479
4643,0.6933,0.7267,0.9076,0.9066,0.8241
4644,0.7314,0.6986,0.9109,0.8640,0.8458
4645,0.7433,0.6993,0.8934,0.9343,0.9437
4646,0.7616,0.6341,0.9252,0.9078,0.9420
4647,0.7206,0.6990,0.9208,0.9149,0.9482
4648,0.7324,0.6844,0.8867,0.9252,0.9239
4649,0.7335,0.6254,0.9196,0.9316,0.9130
4650,0.6602,0.6875,0.8475,0.9258,0.9348
4651,0.6672,0.6889,0.8660,0.9240,0.9144
4652,0.6410,0.6898,0.9071,0.9550,0.9074
4653,0.6034,0.7476,0.9186,0.9457,0.8714
4654,0.6145,0.7222,0.9259,0.9202,0.8731
4655,0.6124,0.7644,0.8956,0.8841,0.8730
4656,0.6067,0.7078,0.8766,0.9240,0.9063
4657,0.5795,0.7206,0.8917,0.9548,0.8562
4658,0.6655,0.7263,0.9124,0.9108,0.8765
4659,0.6317,0.7448,0.9512,0.9284,0.8224
4660,0.6356,0.7020,0.9268,0.9623,0.8175
4661,0.6727,0.6484,0.9505,0.9621,0.8682
4662,0.7114,0.7361,0.9013,0.9301,0.8635
4663,0.6721,0.7619,0.9241,0.9192,0.9016
4664,0.6710,0.7408,0.9326,0.9195,0.9073
4665,0.6959,0.7494,0.8862,0.9091,0.9379
4666,0.7068,0.7181,0.8998,0.9167,0.9346
4667,0.7180,0.7170,0.8896,0.9030,0.9308
4668,0.6742,0.6868,0.9037,0.8660,0.9245
4669,0.6524,0.6849,0.8776,0.9071,0.9347
4670,0.6579,0.6475,0.8815,0.8993,0.8904
4671,0.6569,0.7173,0.8756,0.8846,0.8567
4672,0.6719,0.7090,0.8703,0.8923,0.8699
4673,0.6429,0.6847,0.8525,0.8876,0.8850
4674,0.6882,0.6563,0.8866,0.8890,0.8445
4675,0.6511,0.7205,0.9484,0.8984,0.8597
4676,0.6696,0.7161,0.9386,0.8825,0.8682
4677,0.6493,0.7601,0.9845,0.8933,0.8512
4678,0.6517,0.7539,0.9781,0.8552,0.8650
4679,0.6133,0.7629,0.9279,0.8465,0.8698
4680,0.6270,0.7567,0.9363,0.8554,0.8898
4681,0.6654,0.7043,0.9235,0.8614,0.8931
4682,0.7153,0.7470,0.9387,0.8927,0.8389
4683,0.7086,0.7466,0.9149,0.8906,0.8568
4684,0.6661,0.7167,0.9380,0.9155,0.8701
4685,0.7008,0.7126,0.8954,0.9134,0.8874
4686,0.7122,0.7223,0.9021,0.9305,0.8938
4687,0.7039,0.7040,0.8935,0.8524,0.8650
4688,0.6850,0.6759,0.9116,0.8767,0.8617
4689,0.6843,0.6463,0.8975,0.8936,0.8637
4690,0.6887,0.6496,0.8510,0.9231,0.9403
4691,0.7182,0.6965,0.8378,0.9658,0.9286
4692,0.6859,0.6772,0.8455,0.9310,0.9138
4693,0.6665,0.6635,0.8367,0.9804,0.8970
4694,0.6661,0.6618,0.8720,0.9266,0.9169
4695,0.6284,0.6586,0.8836,0.9207,0.8851
4696,0.6672,0.6767,0.8515,0.9338,0.8884
4697,0.6942,0.6778,0.8633,0.9262,0.9390
4698,0.7054,0.6650,0.8497,0.9153,0.9293
4699,0.7849,0.6780,0.8664,0.9481,0.9128
4700,0.7887,0.7125,0.8837,0.9019,0.9002
4701,0.8138,0.7321,0.9097,0.9077,0.9370
4702,0.7906,0.7132,0.9150,0.8723,0.8930
4703,0.7522,0.7300,0.9279,0.8420,0.8876
4704,0.6926,0.7236,0.8627,0.8270,0.8587
4705,0.7045,0.7023,0.8137,0.8820,0.8280
4706,0.7215,0.6415,0.8264,0.8654,0.8667
4707,0.7477,0.6647,0.8416,0.8512,0.8914
4708,0.7203,0.6681,0.8859,0.8975,0.8903
4709,0.7381,0.7018,0.8872,0.8853,0.8914
4710,0.6863,0.7621,0.8880,0.8768,0.9250
4711,0.6924,0.7214,0.9006,0.9477,0.8944
4712,0.7124,0.6725,0.8860,0.9143,0.9229
4713,0.7312,0.6414,0.9132,0.8969,0.9620
4714,0.7516,0.6675,0.9281,0.8938,0.9697
4715,0.7580,0.6637,0.9069,0.9539,0.9415
4716,0.7488,0.6765,0.8869,0.9235,0.8839
4717,0.7793,0.6760,0.8503,0.8663,0.8444
4718,0.7599,0.7117,0.9009,0.8963,0.8454
4719,0.7463,0.7100,0.9364,0.8665,0.8535
4720,0.7886,0.6712,0.9318,0.8766,0.8574
4721,0.6758,0.6507,0.9266,0.8492,0.8581
4722,0.7004,0.6918,0.8925,0.8517,0.8929
4723,0.7206,0.6751,0.9227,0.8552,0.8943
4724,0.7020,0.7011,0.9176,0.9007,0.9260
4725,0.7022,0.7038,0.8641,0.8543,0.9440
4726,0.7012,0.7317,0.8879,0.8635,0.9560
4727,0.6938,0.7713,0.8760,0.9018,0.9279
4728,0.6931,0.7310,0.8619,0.9365,0.9240
4729,0.7073,0.7618,0.8481,0.9243,0.9530
4730,0.6859,0.7153,0.8433,0.8874,0.9373
4731,0.6889,0.7404,0.8751,0.9486,0.9639
4732,0.6464,0.7160,0.8706,0.9247,0.9938
4733,0.6378,0.6407,0.8816,0.9255,0.9823
4734,0.6154,0.7220,0.9178,0.9172,0.9390
4735,0.6394,0.7135,0.9130,0.9219,0.9221
4736,0.6182,0.7354,0.9340,0.9133,0.9074
4737,0.5900,0.7192,0.9653,0.8974,0.9112
4738,0.5681,0.7437,0.9059,0.9344,0.8756
4739,0.5630,0.7095,0.9289,0.9346,0.8511
4740,0.6278,0.6918,0.9682,0.9564,0.8777
4741,0.6951,0.7139,0.9638,0.9149,0.8732
4742,0.6849,0.7072,0.9390,0.9238,0.8741
4743,0.6385,0.6739,0.9527,0.9010,0.8413
4744,0.6421,0.6942,0.9300,0.9312,0.8127
4745,0.7012,0.7073,1.0000,0.9368,0.8683
4746,0.7086,0.7005,0.9905,0.9122,0.8830
4747,0.6580,0.6789,0.8972,0.9099,0.8717
4748,0.7281,0.6801,0.8719,0.9085,0.8647
4749,0.7099,0.7121,0.9005,0.9252,0.8865
4750,0.6899,0.6977,0.8754,0.8740,0.9282
4751,0.7312,0.6440,0.8551,0.8228,0.9080
4752,0.7335,0.6502,0.8701,0.8037,0.8947
4753,0.7690,0.6598,0.8841,0.8685,0.8633
4754,0.7491,0.6750,0.8808,0.8993,0.8974
4755,0.7357,0.6860,0.8909,0.8670,0.8794
4756,0.7119,0.7107,0.9692,0.9172,0.9108
4757,0.7144,0.7043,0.9293,0.9101,0.9203
4758,0.7099,0.6980,0.8910,0.9107,0.9537
4759,0.6842,0.7070,0.8768,0.9299,0.9043
4760,0.6314,0.6485,0.9073,0.8810,0.8975
4761,0.6625,0.6459,0.9197,0.8947,0.8817
4762,0.6816,0.6442,0.8847,0.9007,0.8745
4763,0.6769,0.6495,0.8710,0.8706,0.8736
4764,0.7136,0.6222,0.8943,0.8926,0.9052
4765,0.7155,0.6432,0.8510,0.8863,0.9278
4766,0.7266,0.6466,0.8822,0.8873,0.9152
4767,0.7205,0.6100,0.9035,0.8697,0.8902
4768,0.6631,0.6114,0.9195,0.8581,0.9239
4769,0.7148,0.6331,0.9063,0.8856,0.9333
4770,0.7242,0.6846,0.9087,0.8808,0.9319
4771,0.6746,0.7387,0.9207,0.9337,0.9131
4772,0.6651,0.7259,0.9121,0.9468,0.9036
4773,0.6920,0.7581,0.8615,0.9189,0.9176
4774,0.7442,0.7784,0.9261,0.9180,0.9619
4775,0.7439,0.7792,0.9189,0.9758,0.8700
4776,0.7588,0.7332,0.9298,0.9615,0.8828
4777,0.8006,0.7468,0.9300,0.9260,0.8808
4778,0.8316,0.7142,0.9928,0.9026,0.8858
4779,0.8112,0.7392,0.9437,0.8303,0.8690
4780,0.8084,0.7240,0.9650,0.8284,0.8558
4781,0.7517,0.7139,0.9437,0.8295,0.8730
4782,0.7385,0.7310,0.8970,0.8868,0.8572
4783,0.7435,0.7777,0.8908,0.8916,0.8733
4784,0.7198,0.7759,0.9426,0.8974,0.8917
4785,0.6712,0.8213,0.9178,0.8814,0.8920
4786,0.6763,0.7660,0.9020,0.8495,0.9251
4787,0.6226,0.7348,0.8582,0.8948,0.9355
4788,0.6901,0.7196,0.8971,0.9419,0.9235
4789,0.6904,0.6981,0.9154,0.9148,0.9289
4790,0.7280,0.7267,0.9025,0.9563,0.8886
4791,0.6924,0.7022,0.8825,0.9252,0.8860
4792,0.6773,0.6829,0.8816,0.9602,0.8888
4793,0.7020,0.6400,0.8680,0.9478,0.8482
4794,0.7513,0.6530,0.8900,0.9360,0.8999
4795,0.7461,0.7010,0.9245,0.9727,0.8943
4796,0.7083,0.7199,0.9490,0.9362,0.9275
4797,0.7356,0.7835,0.9870,0.9471,0.9396
4798,0.6920,0.8015,1.0000,0.9320,0.9694
4799,0.7371,0.8169,0.9501,0.8898,0.9169
4800,0.7643,0.8550,0.8854,0.8850,0.9285
4801,0.7247,0.8419,0.8938,0.9080,0.9324
4802,0.7151,0.7713,0.8663,0.8994,0.9187
4803,0.6947,0.7761,0.8554,0.8544,0.9061
4804,0.7085,0.7766,0.8799,0.8852,0.9193
4805,0.7223,0.7536,0.9005,0.9563,0.9133
4806,0.6602,0.7171,0.8917,0.8947,0.8761
4807,0.6863,0.7354,0.9115,0.8790,0.9218
4808,0.6861,0.7207,0.9430,0.8868,0.9081
4809,0.6486,0.7042,0.9547,0.8424,0.8194
4810,0.6803,0.7731,0.9249,0.8823,0.8468
4811,0.7375,0.8016,0.9211,0.8829,0.8676
4812,0.7328,0.7310,0.9125,0.9083,0.8582
4813,0.7721,0.8105,0.8880,0.9281,0.8255
4814,0.7835,0.7956,0.9268,0.9132,0.8923
4815,0.7927,0.8004,0.9127,0.9534,0.8461
4816,0.7876,0.8129,0.8729,0.9330,0.8261
4817,0.7607,0.8305,0.8794,0.9791,0.8018
4818,0.7225,0.8327,0.8538,1.0000,0.8137
4819,0.8200,0.7811,0.8134,0.9251,0.9108
4820,0.7991,0.7846,0.8466,0.9085,0.8587
4821,0.7822,0.8023,0.8171,0.9301,0.8985
4822,0.8001,0.8214,0.8673,0.9224,0.9033
4823,0.7148,0.7606,0.9087,0.9234,0.8676
4824,0.7307,0.7742,0.9416,0.9197,0.8681
4825,0.7688,0.7889,0.9428,0.8752,0.8661
4826,0.7976,0.7440,0.9177,0.9473,0.8930
4827,0.7950,0.7571,0.9032,0.9437,0.9461
4828,0.7403,0.7378,0.8880,0.9364,0.9487
4829,0.7613,0.7098,0.8394,0.9340,0.9646
4830,0.7107,0.6789,0.9044,0.9544,0.9117
4831,0.7586,0.6753,0.9237,0.9373,0.8918
4832,0.7716,0.7076,0.8922,0.9218,0.8996
4833,0.7431,0.6268,0.8915,0.8796,0.8586
4834,0.7695,0.6036,0.8930,0.8674,0.8393
4835,0.7489,0.6090,0.9015,0.8819,0.8150
4836,0.7414,0.6690,0.8979,0.8898,0.8317
4837,0.7562,0.6736,0.9042,0.9117,0.8323
4838,0.7420,0.7219,0.8735,0.9088,0.8377
4839,0.7253,0.7032,0.8816,0.9823,0.8311
4840,0.6988,0.6513,0.8989,0.9943,0.8455
4841,0.7306,0.6148,0.9270,0.9672,0.8141
4842,0.7252,0.6148,0.8715,0.9167,0.8087
4843,0.7546,0.5795,0.9034,0.9200,0.8475
4844,0.7234,0.6096,0.8814,0.9392,0.8465
4845,0.6857,0.6933,0.8761,0.8917,0.8461
4846,0.7256,0.6504,0.9091,0.9165,0.8856
4847,0.6842,0.6880,0.9234,0.8955,0.9040
4848,0.6693,0.7393,0.9305,0.8896,0.9094
4849,0.6958,0.7173,0.9381,0.8931,0.9114
4850,0.7569,0.7044,0.9239,0.8968,0.9448
4851,0.7565,0.6611,0.9047,0.8919,0.9324
4852,0.7087,0.6247,0.9575,0.9243,0.9141
4853,0.6766,0.6479,0.9391,0.9197,0.9016
4854,0.6817,0.7360,0.9981,0.8792,0.9573
4855,0.7071,0.7091,0.9661,0.9025,0.9437
4856,0.6740,0.7281,0.9115,0.9278,0.9533
4857,0.6500,0.6911,0.8738,0.9642,0.9845
4858,0.6591,0.6718,0.8871,0.9343,0.9277
4859,0.6919,0.6433,0.8972,0.9194,0.9821
4860,0.6506,0.6314,0.9237,0.9133,1.0000
4861,0.5828,0.6505,0.9592,0.9075,0.9975
4862,0.6057,0.6050,0.9369,0.9208,0.9819
4863,0.7173,0.6217,0.9098,0.9446,0.9444
4864,0.6980,0.5686,0.9459,0.8705,0.9240
4865,0.7378,0.5818,0.8917,0.8617,0.9184
4866,0.6953,0.5667,0.8222,0.9031,0.9323
4867,0.7004,0.6433,0.8576,0.9163,0.9374
4868,0.7368,0.6621,0.8492,0.8953,0.9290
4869,0.7242,0.6637,0.8468,0.9262,0.9671
4870,0.6790,0.6257,0.8690,0.9356,0.9560
4871,0.6857,0.6408,0.8668,0.9285,0.9296
4872,0.7162,0.6444,0.9003,0.8830,0.8428
4873,0.7784,0.6646,0.8887,0.9178,0.9133
4874,0.7165,0.6649,0.8495,0.8762,0.9056
4875,0.7244,0.6466,0.8310,0.8939,0.9298
4876,0.6908,0.6576,0.8492,0.8802,0.9534
4877,0.6982,0.6178,0.9354,0.9555,0.9438
4878,0.6700,0.5435,0.9328,0.9321,0.9501
4879,0.6544,0.5468,0.9273,0.8850,0.9157
4880,0.7185,0.5332,0.9819,0.8905,0.9177
4881,0.7166,0.6089,0.9521,0.9299,0.9239
4882,0.6699,0.6714,0.9336,0.9605,0.9178
4883,0.6710,0.7014,0.9090,0.9323,0.9172
4884,0.6995,0.6969,0.8980,0.9506,0.9546
4885,0.7067,0.6637,0.9093,0.9519,0.9797
4886,0.7207,0.6705,0.9758,0.8854,0.9338
4887,0.7797,0.6446,0.9276,0.8670,0.9384
4888,0.7944,0.6305,0.8819,0.8430,0.9727
4889,0.8200,0.6190,0.8935,0.8772,0.9528
4890,0.8062,0.6645,0.9253,0.8650,0.9561
4891,0.8118,0.6619,0.8866,0.8812,0.9405
4892,0.7640,0.5834,0.8835,0.9219,0.8965
4893,0.7747,0.5804,0.9125,0.9435,0.8815
4894,0.8101,0.6022,0.9005,0.9552,0.9037
4895,0.7929,0.6278,0.9404,0.9553,0.8925
4896,0.7584,0.5925,0.8921,0.9675,0.8862
4897,0.7899,0.6372,0.9116,0.9317,0.9156
4898,0.7436,0.6843,0.9004,0.9745,0.9377
4899,0.8103,0.7013,0.9022,0.9825,0.9360
4900,0.7969,0.7023,0.8966,0.9868,0.9398
4901,0.7222,0.7194,0.9430,0.9824,0.9049
4902,0.7323,0.7277,0.9467,0.9524,0.8652
4903,0.7722,0.6890,0.9501,0.9559,0.8813
4904,0.7937,0.7237,0.8982,0.9228,0.9337
4905,0.7741,0.7548,0.9285,0.8883,0.9294
4906,0.7627,0.6841,0.9365,0.9087,0.8798
4907,0.7862,0.6378,0.8998,0.8725,0.8888
4908,0.7021,0.6593,0.8903,0.8860,0.9213
4909,0.6832,0.6784,0.8354,0.8808,0.9320
4910,0.6634,0.7131,0.8791,0.8971,0.8886
4911,0.6997,0.7410,0.8752,0.8557,0.8863
4912,0.6706,0.7493,0.9165,0.8798,0.8922
4913,0.6536,0.7363,0.9302,0.9315,0.8957
4914,0.6490,0.6965,0.9224,0.9996,0.8903
4915,0.6328,0.7271,0.9568,0.9420,0.8844
4916,0.6834,0.7438,0.9450,0.9172,0.8843
4917,0.6716,0.7645,0.9097,0.9554,0.9092
4918,0.6961,0.7072,0.9310,0.9501,0.8568
4919,0.6796,0.7436,0.8887,0.9575,0.8701
4920,0.6839,0.7698,0.8956,0.9275,0.8945
4921,0.6813,0.7226,0.9181,0.9539,0.8896
4922,0.6230,0.7241,0.9247,0.9089,0.8950
4923,0.6009,0.7335,0.9029,0.9325,0.9365
4924,0.5815,0.7574,0.8651,0.9911,0.8921
4925,0.6443,0.7389,0.8881,1.0000,0.9047
4926,0.6996,0.7210,0.9069,1.0000,0.9607
4927,0.6833,0.7153,0.8767,0.9468,0.9586
4928,0.7019,0.6806,0.9135,0.9229,0.9399
4929,0.6783,0.6856,0.8433,0.8822,0.8957
4930,0.6926,0.7067,0.7974,0.8916,0.8947
4931,0.6824,0.7267,0.8312,0.8728,0.9526
4932,0.6692,0.7115,0.8645,0.8839,0.9230
4933,0.6961,0.7310,0.8794,0.8669,0.9376
4934,0.7077,0.7300,0.8242,0.8528,0.8858
4935,0.6810,0.7239,0.8554,0.8799,0.8804
4936,0.7424,0.7838,0.8848,0.8819,0.8839
4937,0.7945,0.7743,0.9132,0.9041,0.8803
4938,0.7774,0.7534,0.9740,0.8948,0.8829
4939,0.7804,0.7463,0.8661,0.8980,0.9133
4940,0.8403,0.7365,0.8887,0.9297,0.9189
4941,0.8292,0.7215,0.9230,0.9176,0.8980
4942,0.7553,0.7405,0.8872,0.8939,0.8565
4943,0.7444,0.7348,0.8870,0.9543,0.8670
4944,0.7230,0.7623,0.9049,0.9317,0.9034
4945,0.7032,0.7440,0.9073,0.8874,0.8320
4946,0.7172,0.7906,0.9351,0.8883,0.8598
4947,0.6974,0.7702,0.9468,0.8587,0.8785
4948,0.7258,0.7561,0.9265,0.8424,0.9267
4949,0.6992,0.7264,0.9581,0.8712,0.9183
4950,0.6628,0.7323,0.9572,0.9233,0.8801
4951,0.7133,0.7928,0.9234,0.8733,0.8702
4952,0.7013,0.7740,0.8753,0.8936,0.8845
4953,0.7276,0.7850,0.8482,0.9291,0.8576
4954,0.6901,0.7600,0.8814,0.8834,0.8818
4955,0.6862,0.6644,0.8378,0.8973,0.9204
4956,0.7110,0.7269,0.8084,0.8922,0.9542
4957,0.6827,0.7383,0.8453,0.8871,0.9428
4958,0.7019,0.8163,0.9037,0.8941,0.8936
4959,0.7413,0.7947,0.8807,0.9330,0.9321
4960,0.7440,0.7677,0.8965,0.8570,0.9503
4961,0.7163,0.7522,0.9429,0.8193,0.9408
4962,0.6920,0.7642,0.9716,0.7977,0.9359
4963,0.6685,0.7440,0.9242,0.8312,0.9947
4964,0.6462,0.7196,0.9195,0.8377,1.0000
4965,0.6858,0.6905,0.9211,0.9068,0.9026
4966,0.6579,0.6939,0.9587,0.8354,0.8855
4967,0.6575,0.7260,0.9755,0.8772,0.8332
4968,0.6728,0.7314,0.9580,0.8590,0.8242
4969,0.6664,0.7304,0.9426,0.8865,0.7980
4970,0.6511,0.7202,0.8838,0.9185,0.8286
4971,0.7018,0.6818,0.8993,0.8959,0.8233
4972,0.6809,0.7005,0.9058,0.8803,0.8309
4973,0.6911,0.6801,0.9163,0.8855,0.8572
4974,0.6758,0.6914,0.9271,0.9374,0.8596
4975,0.6620,0.7345,0.9086,0.9563,0.8920
4976,0.6261,0.7196,0.9235,0.9382,0.9014
4977,0.6431,0.6833,0.9274,0.9120,0.8955
4978,0.6125,0.7079,0.9184,0.9194,0.8918
4979,0.6416,0.7253,0.8626,0.8935,0.8963
4980,0.6448,0.6899,0.8887,0.8943,0.9039
4981,0.6251,0.6627,0.8955,0.8960,0.8887
4982,0.6039,0.6847,0.9125,0.9296,0.8419
4983,0.5485,0.7248,0.9014,0.9312,0.8858
4984,0.6040,0.7418,0.9260,0.9012,0.9121
4985,0.6235,0.7157,0.8821,0.8502,0.9232
4986,0.6458,0.7597,0.9253,0.8280,0.9208
4987,0.6744,0.7324,0.9187,0.8552,0.9386
4988,0.7328,0.7653,0.9194,0.8915,0.8777
4989,0.6936,0.7926,0.8842,0.9070,0.8838
4990,0.6743,0.7954,0.9202,0.8817,0.9022
4991,0.6976,0.7495,0.9037,0.8738,0.8930
4992,0.7226,0.7797,0.9450,0.8684,0.9031
4993,0.7196,0.8269,0.9352,0.8514,0.9204
4994,0.6476,0.8391,0.9513,0.8575,0.9432
4995,0.5850,0.7736,0.9693,0.8701,0.9445
4996,0.6080,0.7172,0.9377,0.8885,0.9000
4997,0.6646,0.7283,0.9649,0.8838,0.9096
4998,0.7203,0.6829,0.9601,0.9007,0.8528
4999,0.6589,0.6938,0.9359,0.9150,0.8432
5000,0.6835,0.6948,0.9795,0.9228,0.8692
5001,0.7020,0.6695,0.9914,0.9029,0.8439
5002,0.6838,0.7064,0.9864,0.8816,0.8747
5003,0.6921,0.6742,0.9314,0.8984,0.8683
5004,0.6858,0.7050,0.9562,0.8886,0.9099
5005,0.6507,0.6998,0.9554,0.8859,0.9513
5006,0.6409,0.7015,0.9360,0.9246,0.9616
5007,0.7213,0.6979,0.9530,0.9001,0.9600
5008,0.7262,0.6959,0.9213,0.9118,0.9888
5009,0.6800,0.7494,0.9033,0.8909,1.0000
5010,0.6469,0.6684,0.8678,0.8575,0.9528
5011,0.7106,0.7222,0.9089,0.8673,0.9376
5012,0.6920,0.6495,0.8618,0.8501,0.9376
5013,0.6813,0.6980,0.8776,0.8706,0.9700
5014,0.7119,0.6947,0.8935,0.8828,0.9337
5015,0.6979,0.7140,0.9086,0.9058,0.9542
5016,0.6806,0.7056,0.8853,0.9466,0.9342
5017,0.6923,0.7019,0.8805,0.9589,0.9352
5018,0.6704,0.7044,0.9112,0.9165,0.9342
5019,0.6614,0.7106,0.9324,0.9200,0.9275
5020,0.7231,0.6839,0.9633,0.8834,0.9395
5021,0.6905,0.6452,0.9373,0.8261,0.9243
5022,0.6843,0.5692,0.9098,0.8620,0.9584
5023,0.7590,0.5972,0.9622,0.8852,0.9789
5024,0.6290,0.7005,1.0000,0.8962,0.9707
5025,0.7081,0.6445,0.9936,0.8938,0.9519
5026,0.7238,0.7131,0.9167,0.8796,0.9250
5027,0.7341,0.7184,0.9205,0.8999,0.9085
5028,0.7416,0.7134,0.8891,0.8412,0.9715
5029,0.7180,0.7338,0.8948,0.8385,0.9831
