HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
5668,11.3354,-0.0055,8.8144,0.5340,4.9043,0.1148,17.5168,0.1854,1.5056,0.1102,2.7887,0.2668
5669,9.7380,-0.1396,6.6984,0.2603,10.1580,0.2111,7.5957,-0.6373,0.6995,-0.0788,1.9616,0.1040
5670,13.1938,0.0379,8.9367,0.1623,11.5454,-0.0443,12.2431,-0.0983,4.6168,0.0906,1.4433,-0.1778
5671,20.2216,-0.5986,12.3151,-0.0381,14.4185,0.0287,17.2285,0.3229,3.8889,0.0743,3.6010,0.2029
5672,10.7794,0.0349,16.3915,-0.6166,12.9657,-0.1274,14.8138,0.3503,2.9631,-0.2351,3.5046,0.3913
5673,6.4922,-0.3117,10.4856,0.2172,13.5504,0.6421,13.1174,0.0984,1.2730,-0.5214,2.8767,-0.2217
5674,14.0639,-0.0227,4.1964,-0.1550,24.6101,-0.1921,23.0514,-0.1765,4.6085,0.0316,2.5011,0.0539
5675,8.6873,0.0531,11.4370,-0.1842,15.6086,0.3406,11.9109,-0.0747,2.1819,0.0450,1.6704,-0.1621
5676,12.6343,-0.0874,13.1053,-0.0869,25.1796,-0.1800,13.8948,-0.3015,3.9332,0.0776,3.0182,0.3355
5677,15.9341,0.1866,15.4381,-0.3425,5.7846,0.1866,12.7543,0.1544,3.7464,0.0773,5.2325,0.0080
5678,15.1764,-0.1580,17.5200,-0.2535,17.0978,0.2411,14.5640,-0.1222,4.3764,-0.2175,4.0869,0.0910
5679,11.3825,-0.1822,21.7679,0.1858,13.6147,-0.1898,13.9889,0.1765,3.7227,0.0782,4.5449,0.3216
5680,12.0583,0.1561,12.4807,0.1339,7.0996,0.0861,22.8365,0.1291,3.7377,0.1230,3.7232,0.1473
5681,9.1786,-0.0900,13.0936,0.0632,20.9710,0.0112,18.6024,-0.3276,2.4615,0.1844,2.8107,-0.2979
5682,16.6089,0.3367,13.7902,-0.4127,20.7262,0.0903,17.4796,0.0281,4.9096,-0.1188,2.5641,0.1385
5683,14.5938,0.0034,11.0951,0.3218,20.0628,0.3268,17.8728,0.2678,3.8282,0.0931,6.1372,-0.2371
5684,9.4183,0.1378,11.9782,0.1371,14.7239,0.2446,12.6395,0.0004,2.7594,0.1652,3.9432,0.5589
5685,19.4755,0.2328,9.7487,-0.4156,8.9563,0.0600,15.5208,-0.0414,2.7577,0.1620,2.7450,-0.4218
5686,10.2011,-0.0179,9.6375,0.2027,15.4763,-0.1616,18.2773,0.0465,3.2033,-0.1900,2.7838,-0.4418
5687,13.4109,-0.3818,12.1472,-0.1306,14.1632,0.0607,8.4317,0.4034,3.3372,-0.3795,3.3774,0.0193
5688,9.8076,0.1569,12.2814,0.1374,17.5726,0.0654,16.6250,0.2775,4.6206,0.0108,2.9828,-0.1797
5689,11.1395,0.2982,11.1413,-0.4189,16.6074,0.3127,7.5274,-0.1428,2.7319,0.0429,3.2143,0.6835
5690,10.6743,-0.0664,7.0221,-0.1326,8.1992,0.2434,13.3453,0.0470,3.3612,0.1423,4.4256,-0.1220
5691,6.1371,0.2482,6.2941,-0.6098,11.6829,-0.5249,13.0820,-0.0577,2.9868,0.4164,2.5132,0.1787
5692,12.3382,-0.2920,7.3614,-0.0250,5.6913,-0.3196,4.2965,-0.2422,1.4392,-0.0355,0.7356,0.1407
5693,7.8394,0.0374,15.0522,0.1407,16.2145,-0.2479,9.2551,-0.0524,2.6742,0.4416,2.8088,0.2252
5694,12.0909,-0.0715,10.5355,-0.1866,10.4064,-0.1463,3.1592,0.0878,2.7504,-0.3118,2.6764,-0.4293
5695,10.8612,-0.3942,11.9999,0.0456,7.0881,-0.1153,21.9065,-0.1219,2.2436,-0.0638,2.2585,0.1260
5696,11.0935,0.0996,13.1120,-0.3231,6.7170,-0.0007,14.5806,-0.3784,3.7693,0.1706,2.6138,0.0104
5697,11.9663,-0.2220,6.8275,-0.0193,11.8121,-0.0163,11.7932,-0.1920,2.1534,0.1918,2.9774,-0.0907
5698,11.0333,0.0941,12.8070,0.3510,7.2405,0.0239,17.0960,0.4080,1.4159,-0.2897,3.3908,0.1262
5699,13.7200,-0.2495,9.7257,-0.0443,11.0731,0.0102,20.5887,-0.0361,3.8012,0.1839,0.7416,0.0201
5700,10.2892,-0.4185,7.5887,0.2409,6.1928,-0.2818,14.9085,0.0971,2.5091,-0.1893,3.5315,-0.2841
5701,15.4062,-0.1786,11.7381,0.1682,11.5138,-0.2893,14.5513,0.4277,1.4268,0.2632,4.0160,0.1984
5702,9.3696,0.2588,15.6404,0.2355,9.2703,0.2202,8.9689,-0.0820,4.1641,0.1528,2.6526,-0.0870
5703,10.1664,-0.0400,13.4776,-0.3846,18.8611,0.2546,15.2223,0.0369,4.1315,-0.4503,3.2908,0.0762
5704,14.2938,0.0089,12.2013,0.2095,11.1711,-0.0084,3.0000,0.1336,2.7838,0.1416,4.1367,0.2086
5705,15.9507,0.0349,10.5169,0.3607,13.6870,-0.1492,16.4622,0.6615,2.8057,-0.2348,4.1100,-0.3353
5706,12.2941,0.0254,10.9614,0.4223,11.9471,-0.0405,10.9517,-0.0897,6.3521,-0.8612,3.3956,0.3928
5707,18.0627,0.4686,20.0582,-0.2187,18.9057,0.2156,12.5404,-0.2907,4.5236,-0.2035,4.4837,-0.0904
5708,10.3395,-0.0104,15.1680,0.0184,23.0822,-0.3254,10.3616,0.1447,4.2308,0.4690,3.4205,-0.3012
5709,8.2282,-0.4764,11.8092,-0.3300,13.6123,-0.5260,15.7426,-0.3702,5.2436,0.1263,3.0513,-0.0652
5710,15.8799,-0.0930,10.5173,-0.1262,8.1447,0.1642,12.8784,-0.0844,5.2656,0.1045,4.1007,-0.4963
5711,32.4662,0.0171,26.0956,-0.2994,26.6553,0.0371,42.9896,0.2224,7.5447,-0.3977,10.4886,0.4475
5712,12.8034,-0.3152,6.6726,0.2638,13.4142,0.0011,9.5115,0.1937,1.4875,0.0854,2.7681,0.3465
5713,8.3574,-0.0595,10.4191,0.2557,10.4921,0.2576,12.7127,0.1830,1.6980,-0.3015,4.1241,0.2239
5714,9.4558,-0.0563,7.8315,0.1505,10.9299,0.3266,15.2370,-0.0670,2.7167,0.0363,2.3402,-0.0442
5715,15.7715,0.4440,6.0380,0.0562,15.5467,-0.3277,8.7118,0.1844,1.9709,-0.0952,3.5294,-0.4180
5716,9.1737,-0.1694,9.2974,0.0722,12.3576,0.0573,8.9913,-0.0340,2.6119,0.3005,2.1462,-0.3374
5717,14.6610,0.2374,6.0931,-0.0366,11.8585,0.3107,11.8087,0.2889,3.2054,-0.3420,2.4959,-0.0947
5718,12.2275,-0.0365,11.0642,0.1607,3.0000,0.4678,7.8737,0.1528,1.5280,-0.1688,4.4202,-0.1235
5719,9.8025,0.2150,13.1645,0.2774,11.3340,-0.1632,8.9794,0.1513,1.6030,0.2408,2.2187,-0.3021
5720,13.2856,0.3489,14.0299,0.1938,8.9886,0.2709,12.9015,-0.0358,1.6963,0.1428,3.1701,0.7049
5721,11.4420,0.0953,7.2417,0.3137,4.1627,0.1661,12.1787,0.3779,3.5626,-0.2315,3.0783,-0.1489
5722,12.4810,-0.0144,10.5353,0.6746,13.9422,-0.5055,13.7668,0.0019,3.0790,0.0666,2.5666,0.1458
5723,10.7208,0.2871,7.7603,0.1744,13.6121,0.2766,11.4196,0.2073,3.9448,0.3804,3.0471,0.1286
5724,12.7862,-0.3658,14.3254,-0.2742,10.3779,-0.3390,4.6875,-0.4052,3.2610,-0.2077,4.0436,-0.4554
5725,8.5621,0.0433,9.2402,-0.2580,12.5435,0.1816,19.8980,-0.1135,1.9633,0.2076,5.3251,0.3709
5726,14.3783,-0.3116,10.2291,-0.2779,10.5016,0.2669,17.4902,-0.1945,2.9446,0.1532,3.4730,0.2367
5727,12.4975,0.2000,11.1327,-0.0509,19.0052,-0.4581,4.8130,0.0806,1.5457,-0.4245,2.7462,0.0326
5728,11.0915,0.0246,9.7054,-0.0275,10.6246,0.1477,13.0414,-0.1883,4.2655,-0.0634,2.4715,0.3739
5729,9.3242,-0.0181,16.9133,0.0048,11.5047,0.3570,12.1813,-0.1037,4.6987,0.3331,2.9162,-0.4216
5730,12.1839,-0.0925,9.2292,0.0045,9.9772,0.1101,21.2151,-0.0889,5.0047,-0.1528,5.4676,-0.1316
5731,13.4660,0.1692,13.1492,0.0831,16.7899,-0.0488,13.2397,0.0126,3.1447,0.1214,2.0631,0.1676
5732,13.0846,-0.4468,9.6257,0.0435,13.5344,-0.2949,17.7285,0.3546,2.9096,-0.2351,3.3791,0.3036
5733,13.4890,0.4757,11.5049,0.3566,3.3945,0.0011,21.9469,-0.0507,5.2606,-0.3703,4.7383,-0.2043
5734,13.7879,-0.0356,11.8258,0.3354,20.8180,0.2677,10.0946,0.4293,2.7822,-0.1010,1.6322,-0.1592
5735,7.6371,-0.3250,8.2441,-0.0524,4.1912,0.0099,17.7557,0.3288,3.0311,-0.1623,2.2459,0.2254
5736,10.7231,-0.6572,2.0000,0.0697,4.8652,-0.4390,6.4400,-0.4008,2.7936,0.3347,1.7287,0.1358
5737,12.0951,-0.0421,14.5037,0.4391,12.8416,0.0789,9.1588,0.0778,4.1854,0.0151,2.8851,0.0745
5738,12.8962,0.0576,5.7680,-0.1388,13.5374,-0.3269,18.7230,0.1388,5.2856,0.2012,4.1096,0.2422
5739,12.4408,0.0763,8.2102,-0.2212,7.6746,0.1845,11.8721,-0.3469,3.3895,0.0223,2.0437,-0.0197
5740,9.5279,-0.3626,10.2057,-0.1886,6.2251,-0.0081,7.9541,0.0231,1.1766,-0.0392,2.8330,-0.0041
5741,10.4254,-0.3075,10.1756,-0.3422,13.1767,0.1067,15.2169,0.2309,2.5089,-0.2227,1.7824,-0.0053
5742,7.0925,0.3390,9.6852,-0.1476,12.6722,0.2478,12.8355,-0.1111,3.2529,0.4477,3.2132,-0.2269
5743,11.3901,-0.3881,9.5148,-0.4094,10.0027,-0.1614,6.9388,0.0742,0.7729,0.2109,3.6778,-0.2945
5744,6.7365,0.0278,9.7363,-0.1994,5.7460,-0.1896,5.9868,0.2076,2.4056,-0.1170,2.8905,-0.1435
5745,11.1508,-0.0963,10.5540,0.3723,15.2215,0.1807,15.2212,0.2312,2.2765,-0.0867,2.9436,0.1939
5746,14.9353,-0.1340,15.4586,-0.4078,12.3764,0.4396,11.1781,-0.5498,2.5734,0.4016,3.2607,-0.0810
5747,12.6207,-0.0685,9.4931,-0.0183,11.6995,-0.4620,20.4312,0.2952,2.2969,-0.2897,1.9725,0.5001
5748,15.8922,-0.1349,15.8201,-0.2038,13.9980,-0.1526,8.2751,-0.2712,2.5131,-0.0903,2.8860,-0.1820
5749,10.8772,-0.1432,11.3930,0.0248,16.7696,0.1208,18.1367,-0.3087,2.9853,-0.0341,4.4255,-0.1715
5750,29.3684,0.2497,34.6996,-0.0212,42.2245,0.1341,26.5932,0.2103,10.0708,-0.3113,9.6294,0.2823
5751,12.2781,-0.1009,13.4822,0.1594,13.2746,0.0720,14.2606,-0.0525,3.4486,-0.1086,4.3846,-0.1686
5752,10.1789,-0.3047,9.0922,0.0484,10.2035,0.0862,11.9094,0.1544,3.6672,0.1165,3.1322,-0.5842
5753,12.5586,-0.0210,9.5520,-0.3514,10.8538,-0.4941,16.8306,-0.6595,5.5018,0.3388,2.6498,-0.2861
5754,5.2608,-0.2647,13.1876,0.0152,10.8008,0.0357,7.5079,-0.1077,5.0715,-0.1992,4.1854,0.1941
5755,13.1721,-0.2718,9.1878,-0.5140,12.6918,0.1780,9.4885,0.0605,4.9615,-0.1559,2.9462,-0.0875
5756,11.8351,0.3638,8.8072,-0.4826,13.6260,-0.0478,17.4704,-0.1170,2.1760,0.0017,3.1559,-0.0018
5757,15.1973,-0.0458,11.6370,0.2860,21.8244,-0.3968,6.8546,-0.0651,4.9300,-0.0067,2.1327,0.0731
5758,13.2879,-0.3194,14.8594,0.1167,5.8109,-0.0779,14.8315,0.1047,3.2231,-0.2734,3.6448,-0.2615
5759,10.5726,-0.0257,15.1294,-0.1776,20.7105,-0.4374,17.3510,-0.3408,1.6110,-0.1180,2.9879,0.2261
5760,14.4765,0.0160,7.5722,-0.0401,12.4582,0.1998,17.6727,-0.1520,2.0873,0.2061,4.4060,0.1502
5761,13.4169,-0.0518,2.4836,0.2304,14.1773,-0.5792,7.7581,0.1000,0.9924,0.2268,3.7616,0.0134
5762,9.3494,-0.1221,10.3082,0.0084,14.8845,-0.0759,6.5887,0.0337,3.1280,-0.0422,4.3570,-0.2529
5763,10.0355,-0.3468,7.3936,-0.2000,10.2984,0.2312,5.4619,0.0501,1.8848,0.0560,2.0598,-0.3952
5764,13.5098,-0.1039,13.9001,-0.2190,12.3169,0.1270,5.2704,-0.4299,1.9213,-0.2925,2.4237,0.0811
5765,11.0395,-0.1985,12.2375,-0.4189,9.1455,-0.1588,11.5774,0.4996,3.1771,0.2162,1.9811,0.0709
5766,7.3236,-0.0305,7.2885,-0.1776,10.4220,0.1912,13.2077,0.0696,3.9877,-0.1555,0.5816,0.0127
5767,7.2801,0.1057,6.5843,-0.3207,13.5797,0.1143,8.8427,0.1276,3.3669,-0.0237,3.0665,-0.0526
5768,5.9409,0.4379,11.7388,0.1725,3.0000,0.1097,12.9086,0.0609,2.4967,-0.1056,1.5722,-0.2371
5769,4.7346,0.1937,8.9674,0.0883,15.9718,-0.5056,16.1854,0.0305,0.6792,-0.3073,2.2198,0.0663
5770,8.4147,-0.6787,7.3187,-0.2875,18.3598,0.0733,14.2995,-0.0435,2.7843,-0.3919,4.0155,0.2164
5771,12.3640,0.0556,13.7825,-0.2269,21.1766,-0.0297,9.3828,0.2617,4.0221,-0.0764,3.4207,-0.1103
5772,8.8061,0.3789,8.5556,-0.0868,17.2709,0.0820,15.6021,0.1516,3.0256,-0.3690,2.5562,-0.3885
5773,10.6891,-0.0356,13.4470,-0.1437,20.8555,0.0971,11.6732,0.1539,3.5489,0.5451,2.5482,0.3981
5774,9.0387,0.3889,13.1437,0.2844,13.1347,-0.1469,20.7207,-0.1067,1.7869,-0.2099,3.1470,0.1313
5775,8.2562,-0.2762,8.9451,0.5293,20.4274,0.2795,13.2615,-0.2807,3.0606,-0.0736,5.4959,0.5722
5776,11.4267,-0.2194,13.1522,-0.2596,16.6153,-0.6621,16.6822,-0.2695,3.4985,-0.1580,3.8915,0.1918
5777,15.3084,-0.0423,13.2235,0.2541,11.2266,-0.0173,12.1390,0.2460,3.1622,0.9553,3.1068,-0.3221
5778,11.1139,-0.0365,6.5597,-0.0680,15.7431,-0.0428,5.4314,0.0711,4.6823,0.0546,4.0381,-0.1492
5779,16.1897,0.2092,13.4343,-0.0105,12.8811,-0.1078,11.6632,0.0651,3.3710,0.0108,4.2308,-0.2466
5780,13.5027,0.0005,10.9667,0.0443,13.1526,-0.3512,12.2282,-0.0007,2.2740,-0.4043,3.7145,0.0457
5781,13.9624,-0.0272,10.2024,-0.1410,9.0798,-0.0206,22.0352,0.3270,3.4400,-0.0873,3.8133,0.4299
5782,11.4264,0.6191,13.2127,-0.2044,12.8922,-0.0335,6.0162,-0.1557,4.3586,-0.2231,4.5622,0.0352
5783,13.8116,-0.1944,10.5824,-0.1458,17.1148,-0.1389,21.1325,-0.4067,4.4272,-0.0805,3.7725,0.1142
5784,8.4064,0.3222,17.4913,0.0607,6.9016,-0.2176,14.3359,-0.1356,4.1605,-0.3820,4.1563,0.4145
5785,13.1262,0.1039,3.0635,0.0798,8.7692,0.1450,10.1848,-0.4356,2.1509,0.4232,3.1485,0.1547
5786,10.8532,-0.0916,11.2528,0.5035,9.0855,-0.0060,4.0627,-0.4706,2.8423,-0.1627,5.3897,0.3640
5787,13.3641,0.0647,7.6072,-0.0266,11.6557,0.1565,5.4206,0.1418,2.7874,0.2506,1.7564,-0.1122
5788,10.6993,-0.2044,9.4258,-0.1354,18.7880,-0.0026,10.0213,0.1622,2.9140,0.3027,3.9241,-0.1360
5789,13.8616,0.0216,5.5095,-0.1204,11.0667,-0.1692,4.8581,0.1285,0.8084,-0.2725,3.2630,-0.3089
5790,11.6687,-0.0010,11.9194,-0.0877,3.0000,-0.0328,5.9361,-0.0585,1.8215,-0.2034,2.3230,0.1914
5791,6.2102,0.1191,4.9571,-0.0335,11.9264,-0.1246,4.7758,-0.2398,1.0833,-0.2324,0.8166,-0.1314
5792,11.8866,-0.0292,13.2594,0.0707,8.2458,-0.3216,11.3972,0.0173,1.8251,0.0195,2.9215,0.1593
5793,7.7410,0.4165,13.2081,0.6104,14.7439,0.1211,8.6981,0.1180,2.2683,0.1891,1.8973,-0.0676
5794,7.8151,-0.2206,9.0757,-0.0324,6.9797,0.0224,11.2841,0.3652,2.0276,-0.2225,3.2417,0.1413
5795,15.0913,-0.1722,9.8800,-0.3466,13.4600,0.2951,5.5315,0.0118,2.0260,0.4861,2.7083,0.0633
5796,12.7522,0.0598,14.2923,0.3769,15.1878,-0.0802,21.5374,-0.1488,2.4803,-0.1681,3.8616,-0.0593
5797,14.7268,-0.2014,15.0687,0.1163,24.1797,-0.2584,20.3293,-0.2383,3.1520,0.3401,5.4547,-0.2222
5798,10.7897,0.1682,16.1908,-0.4130,10.4968,-0.1468,8.0801,0.1562,4.8772,-0.3406,3.8711,-0.3719
5799,15.6099,0.3286,12.4866,0.0483,18.7250,0.2528,18.5860,-0.0536,1.9011,-0.0464,5.2554,-0.0107
5800,11.5784,-0.1299,15.3173,0.0360,9.1318,-0.3799,8.5417,-0.2641,3.1345,-0.0992,2.8812,-0.2128
5801,13.7568,0.0220,15.2208,0.1929,12.0945,-0.3135,16.6408,0.5530,2.5321,0.1284,4.9312,-0.0726
5802,9.3175,0.1637,14.7627,0.6128,20.5963,0.5390,14.2080,-0.4417,3.9743,0.1061,3.3872,-0.5167
5803,12.2458,0.2208,11.9819,-0.0014,24.0054,-0.2686,20.4843,-0.1224,3.5149,0.1560,4.6789,0.1085
5804,14.3769,0.8695,15.3102,-0.0923,24.7599,0.1929,10.6431,0.1943,5.5469,-0.2858,4.8038,-0.3854
5805,14.6608,-0.3394,11.6899,0.0236,7.7270,0.0495,5.2975,0.2684,3.1254,-0.2637,4.0268,0.1448
5806,12.9277,0.3735,9.6836,-0.0933,14.4921,-0.1803,9.1883,0.2589,1.3524,-0.0238,2.7790,0.2602
5807,8.6934,-0.1606,10.2095,-0.3439,4.5462,0.0094,9.2350,0.0047,3.3986,0.1204,2.3666,0.0087
5808,29.4519,-0.1500,30.6197,0.1771,47.8375,-0.2857,34.7853,-0.0347,8.0172,-0.5161,8.2993,-0.0331
5809,15.6388,0.0357,12.7848,-0.5473,16.9844,-0.0514,17.3258,-0.0255,2.6901,-0.3001,3.4470,-0.1847
5810,5.7321,0.0155,6.0977,-0.3385,14.0843,-0.0176,5.5188,-0.1504,3.4366,0.0879,1.3303,-0.1156
5811,10.4486,0.3127,10.0617,-0.3566,11.7397,0.2625,7.8142,-0.1851,2.7128,0.0398,3.6208,-0.1391
5812,11.6740,-0.3676,11.8357,-0.0084,15.7354,-0.0263,14.4847,-0.4741,0.8248,0.2256,3.7181,0.2301
5813,23.0308,-0.7440,30.5135,-0.1485,27.5239,0.0879,40.0027,-0.3921,9.2070,0.5256,8.1877,0.1859
5814,12.1214,0.4835,11.9780,0.2192,10.5165,0.1480,12.5060,-0.2402,0.8773,0.1526,2.4902,0.0916
5815,20.2548,-0.3600,21.7697,0.2894,27.9998,-0.5355,12.9965,0.3341,5.1093,0.0328,6.2451,0.1772
5816,13.8566,0.2513,3.9190,-0.3328,7.8571,-0.0723,14.2633,-0.1823,1.6403,0.3340,4.9372,0.2580
5817,16.5264,0.3487,15.4497,-0.3261,8.0415,0.0422,11.5278,0.2461,4.7743,0.1880,2.4518,0.1070
5818,12.1413,0.2837,12.5957,-0.3686,10.5998,0.2049,21.2351,0.2394,2.7039,0.2667,3.5747,0.1666
5819,9.6187,0.1279,6.9821,0.3136,10.9335,0.0041,10.0247,-0.0782,2.6020,-0.0520,2.6916,-0.0245
5820,14.4092,0.1865,7.8710,0.0273,9.3344,-0.3112,11.2920,0.4874,3.5978,-0.1477,1.4518,-0.2672
5821,10.4142,-0.1307,10.1853,-0.2168,12.0030,0.3662,16.1305,0.0464,3.6588,0.5463,3.0055,-0.0699
5822,14.0559,-0.4786,10.1129,0.1660,18.7747,0.0851,9.7603,-0.1484,5.1981,0.0231,2.3273,-0.0601
5823,14.9735,-0.0869,12.6901,-0.1685,9.3573,-0.0994,9.0878,-0.1713,4.5153,0.2898,3.4915,-0.0594
5824,16.2418,-0.1359,11.7435,0.0959,25.2904,0.0366,7.1939,0.3030,4.7316,-0.1318,4.9152,0.3259
5825,16.6717,-0.2361,13.2509,-0.1066,17.0271,-0.5391,11.3203,-0.4331,1.9518,-0.3541,4.6160,-0.1421
5826,10.7693,0.0124,11.1170,-0.3091,15.6380,-0.3159,14.5441,-0.2355,2.2512,-0.3842,3.0702,-0.1833
5827,14.7389,-0.4873,15.6342,0.2165,13.3755,0.0069,19.2513,-0.2946,3.9891,-0.3015,2.5979,-0.2750
5828,12.7580,0.3136,12.2102,-0.0909,16.0971,-0.0003,14.5483,0.1026,3.3929,-0.2207,6.3377,-0.4556
5829,13.0219,-0.0174,7.3256,0.2359,24.4223,-0.0707,11.5247,0.2875,3.1688,-0.1537,4.2367,0.1423
5830,13.5600,-0.1235,9.5216,0.4505,12.2494,0.1548,19.5471,-0.2896,2.7652,-0.0742,2.5037,-0.3221
5831,12.8283,-0.0774,12.9059,0.1883,8.1426,-0.0326,11.7229,0.5276,3.4860,-0.6592,4.2394,-0.0681
5832,10.8093,-0.0391,15.3647,0.2539,11.8882,0.2165,3.0000,0.2404,3.8468,0.1428,5.0232,-0.3960
5833,5.5475,-0.2591,11.0760,0.1882,6.6969,0.0607,19.6600,-0.3099,3.6071,-0.0248,2.6609,-0.1602
5834,11.4022,-0.2600,17.1737,-0.1240,13.3583,0.1963,17.1893,-0.2867,2.4455,-0.0082,2.6150,0.3756
5835,11.3079,-0.3269,4.2665,0.1887,8.5457,0.0213,12.2414,-0.0749,3.9523,-0.0263,2.4740,-0.0537
5836,9.4925,-0.3548,10.0733,-0.0092,12.0731,0.1794,5.3936,0.3171,2.7005,0.0819,1.5949,-0.1888
5837,9.7585,-0.2140,3.8438,-0.4381,3.3497,0.1398,6.9866,-0.1411,1.7305,-0.4463,1.5698,0.1097
5838,10.6432,-0.0368,12.9143,0.1263,10.9358,0.3865,12.0190,0.0219,0.5000,0.1832,3.4722,-0.0039
5839,8.3446,0.2753,13.0679,0.1781,4.9919,0.4959,11.7586,-0.1629,0.7252,-0.1411,2.7912,-0.0627
5840,14.0455,-0.3941,5.5508,-0.1439,6.3261,0.1346,3.0000,0.2129,2.8079,-0.0297,1.5781,-0.4123
5841,17.6649,0.2288,14.0690,-0.4098,10.2229,-0.2715,9.1849,-0.0517,2.6109,0.1369,2.7254,-0.2412
5842,12.7268,-0.4021,15.7133,0.3993,12.3554,0.2493,14.3495,-0.4554,2.8937,-0.1190,3.2616,-0.1066
5843,8.5284,0.0241,7.6360,0.0779,7.3759,-0.1778,11.5356,0.4243,2.7874,-0.3073,2.2258,-0.0180
5844,10.8411,-0.3793,15.3554,0.2645,10.8796,0.2102,9.5361,0.0145,3.7783,-0.0044,3.0128,-0.3345
5845,13.1103,-0.3161,10.1471,-0.0901,20.7177,-0.0039,13.3978,0.2792,4.0520,0.2100,3.4006,-0.2618
5846,14.0319,0.0791,12.6057,-0.0386,11.4803,0.0684,7.7900,0.0638,4.9738,-0.1903,4.3261,0.1052
5847,15.4256,0.0762,22.6426,-0.2577,8.1127,-0.2177,16.4573,0.0202,4.8726,0.5965,3.6944,-0.2217
5848,13.9135,0.1872,10.5964,0.4255,13.9971,-0.0668,7.4887,-0.2816,4.4442,0.2075,4.0531,0.3482
5849,17.5379,-0.2329,11.2998,0.7150,19.9204,-0.3056,15.1774,0.1911,1.2443,0.1092,3.4467,0.0873
5850,6.8572,0.2492,12.2467,-0.0350,3.2863,-0.1851,14.2986,-0.4064,2.4569,-0.2206,5.2585,0.3764
5851,11.3236,0.3908,11.6204,0.0531,7.7028,0.0424,14.5031,-0.3544,3.2508,-0.3444,3.8793,-0.1604
5852,14.9458,0.0583,17.5859,0.3876,13.5989,0.1147,5.5801,0.2158,3.6467,-0.0575,3.8795,0.2667
5853,12.4348,-0.4467,13.0408,-0.4846,15.1292,-0.1782,11.1593,0.2630,5.7569,0.0527,3.1532,-0.0660
5854,12.7894,-0.4823,16.6111,0.6723,12.4266,-0.0646,10.1289,0.0601,2.8297,0.2070,1.8265,0.2977
5855,9.7498,0.0383,13.3280,0.4826,19.0621,0.4058,10.3993,0.0591,3.0713,-0.5411,1.3234,0.0648
5856,14.2976,-0.1431,6.1786,-0.2838,12.5950,-0.0029,9.8224,0.1885,2.8113,-0.1932,1.5870,0.0708
5857,12.4187,-0.2489,11.7151,-0.2531,11.6785,0.0377,9.4316,0.4177,3.2246,0.1596,3.7434,0.3353
5858,10.7980,-0.0418,9.5380,-0.3684,8.1643,0.3167,9.0237,0.2987,4.0117,0.1005,4.3472,-0.2304
5859,14.8476,-0.0895,10.0366,-0.3499,8.5535,-0.0039,11.6112,0.1741,2.0806,-0.2158,3.3436,0.1368
5860,10.3549,-0.0401,15.1064,0.1582,13.5050,0.0399,17.4235,0.8360,2.5778,-0.3977,2.2533,-0.0508
5861,10.9782,-0.2201,9.3177,-0.2114,3.0000,-0.0577,15.9758,-0.3224,0.9037,0.2863,3.6074,-0.1384
5862,15.2282,0.4949,10.6675,0.0902,13.1059,-0.1147,14.8517,-0.4103,0.7160,-0.1419,3.6472,-0.0941
5863,5.5963,-0.2718,14.7700,0.3295,5.3103,0.2988,3.0000,-0.3687,3.8418,0.0899,1.1608,-0.6998
5864,9.4401,-0.0673,8.5086,0.2267,12.3329,0.3712,3.0000,0.3968,4.1000,0.2460,1.1224,0.2902
5865,11.2257,-0.5104,11.1141,0.2519,17.2298,0.1884,13.0618,0.6058,1.9205,0.1918,3.5412,0.5278
5866,9.8339,-0.2891,9.5788,0.1833,5.1850,-0.0813,6.9015,-0.0411,2.8880,-0.1464,3.4875,0.1432
5867,8.6091,-0.3254,10.0089,0.2800,14.3782,-0.2230,14.5913,-0.5721,3.3129,-0.4920,2.1791,0.1412
5868,10.9863,-0.1345,9.2934,0.0130,17.1738,-0.2409,6.3885,0.3300,4.2515,-0.0529,2.7305,-0.1993
5869,7.0646,-0.0622,7.6707,-0.1476,12.9513,-0.6961,11.5102,-0.1884,2.8071,0.3311,3.0849,-0.0235
5870,16.7652,-0.1055,10.1847,-0.3371,14.5216,0.1572,20.6228,0.1688,3.3693,-0.1917,3.6127,0.1522
5871,16.9654,-0.1368,13.1784,0.2180,23.7224,0.5506,6.8844,0.0362,3.0225,-0.5752,2.1951,-0.8506
5872,13.1565,0.0536,10.0391,0.2505,19.9635,-0.0579,17.2451,-0.0612,3.5216,0.0711,3.5457,-0.0499
5873,12.1673,0.0727,12.3833,-0.1903,22.5013,0.0337,16.4741,0.1375,5.4076,0.2365,4.3516,-0.1166
5874,7.6633,-0.5954,15.1848,-0.1111,14.3669,0.1216,18.1346,-0.4482,4.1548,0.2462,2.1556,0.0700
5875,11.6181,0.2644,13.8011,-0.0120,19.5129,-0.0903,28.9405,-0.6530,2.8654,0.3186,3.6813,-0.3517
5876,16.1000,0.0653,18.3377,-0.0511,12.8150,0.2372,22.4653,0.1116,3.6633,0.0447,2.7239,0.0629
